student_id,gender,branch,category,department,heightcm,weightkg,financial_status,parttime_job
4314,Male,ECE,GEN,bca,160.0,60.0,good,no
4315,Male,ECE,GEN,bca,160.0,60.0,good,no
4316,Male,ECE,GEN,bca,160.0,60.0,good,no
4317,Male,ECE,GEN,bca,160.0,60.0,good,no
4318,Male,ECE,GEN,bca,160.0,60.0,good,no
4319,Male,ECE,GEN,bca,160.0,60.0,good,no
4320,Male,ECE,GEN,bca,160.0,60.0,good,no
4321,Male,ECE,GEN,bca,160.0,60.0,good,no
4322,Male,ECE,GEN,bca,160.0,60.0,good,no
4323,Male,ECE,GEN,bca,160.0,60.0,good,no
4324,Male,ECE,GEN,bca,160.0,60.0,good,no
4325,Male,ECE,GEN,bca,160.0,60.0,good,no
4326,Male,ECE,GEN,bca,160.0,60.0,good,no
4327,Male,ECE,GEN,bca,160.0,60.0,good,no
4328,Male,ECE,GEN,bca,160.0,60.0,good,no
4329,Male,ECE,GEN,bca,160.0,60.0,good,no
4330,Male,ECE,GEN,bca,160.0,60.0,good,no
4331,Male,ECE,GEN,bca,160.0,60.0,good,no
4332,Male,ECE,GEN,bca,160.0,60.0,good,no
4333,Male,ECE,GEN,bca,160.0,60.0,good,no
4334,Male,ECE,GEN,bca,160.0,60.0,good,no
4335,Male,ECE,GEN,bca,160.0,60.0,good,no
4336,Male,ECE,GEN,bca,160.0,60.0,good,no
4337,Male,ECE,GEN,bca,160.0,60.0,good,no
4338,Male,ECE,GEN,bca,160.0,60.0,good,no
4339,Male,ECE,GEN,bca,160.0,60.0,good,no
4340,Male,ECE,GEN,bca,160.0,60.0,good,no
4341,Male,ECE,GEN,bca,160.0,60.0,good,no
4342,Male,ECE,GEN,bca,160.0,60.0,good,no
4343,Male,ECE,GEN,bca,160.0,60.0,good,no
4344,Male,ECE,GEN,bca,160.0,60.0,good,no
4345,Male,ECE,GEN,bca,160.0,60.0,good,no
4346,Male,ECE,GEN,bca,160.0,60.0,good,no
4347,Male,ECE,GEN,bca,160.0,60.0,good,no
4348,Male,ECE,GEN,bca,160.0,60.0,good,no
4349,Male,ECE,GEN,bca,160.0,60.0,good,no
4350,Male,ECE,GEN,bca,160.0,60.0,good,no
4351,Male,ECE,GEN,bca,160.0,60.0,good,no
4352,Male,ECE,GEN,bca,160.0,60.0,good,no
4353,Male,ECE,GEN,bca,160.0,60.0,good,no
4354,Male,ECE,GEN,bca,160.0,60.0,good,no
4355,Male,ECE,GEN,bca,160.0,60.0,good,no
4356,Male,ECE,GEN,bca,160.0,60.0,good,no
4357,Male,ECE,GEN,bca,160.0,60.0,good,no
4358,Male,ECE,GEN,bca,160.0,60.0,good,no
4359,Male,ECE,GEN,bca,160.0,60.0,good,no
4360,Male,ECE,GEN,bca,160.0,60.0,good,no
4361,Male,ECE,GEN,bca,160.0,60.0,good,no
4362,Male,ECE,GEN,bca,160.0,60.0,good,no
4363,Male,ECE,GEN,bca,160.0,60.0,good,no
4364,Male,ECE,GEN,bca,160.0,60.0,good,no
4365,Male,ECE,GEN,bca,160.0,60.0,good,no
4366,Male,ECE,GEN,bca,160.0,60.0,good,no
4367,Male,ECE,GEN,bca,160.0,60.0,good,no
4368,Male,ECE,GEN,bca,160.0,60.0,good,no
4369,Male,ECE,GEN,bca,160.0,60.0,good,no
4370,Male,ECE,GEN,bca,160.0,60.0,good,no
4371,Male,ECE,GEN,bca,160.0,60.0,good,no
4372,Male,ECE,GEN,bca,160.0,60.0,good,no
4373,Male,ECE,GEN,bca,160.0,60.0,good,no
4374,Male,ECE,GEN,bca,160.0,60.0,good,no
4375,Male,ECE,GEN,bca,160.0,60.0,good,no
4376,Male,ECE,GEN,bca,160.0,60.0,good,no
4377,Male,ECE,GEN,bca,160.0,60.0,good,no
4378,Male,ECE,GEN,bca,160.0,60.0,good,no
4379,Male,ECE,GEN,bca,160.0,60.0,good,no
4380,Male,ECE,GEN,bca,160.0,60.0,good,no
4381,Male,ECE,GEN,bca,160.0,60.0,good,no
4382,Male,ECE,GEN,bca,160.0,60.0,good,no
4383,Male,ECE,GEN,bca,160.0,60.0,good,no
4384,Male,ECE,GEN,bca,160.0,60.0,good,no
4385,Male,ECE,GEN,bca,160.0,60.0,good,no
4386,Male,ECE,GEN,bca,160.0,60.0,good,no
4387,Male,ECE,GEN,bca,160.0,60.0,good,no
4388,Male,ECE,GEN,bca,160.0,60.0,good,no
4389,Male,ECE,GEN,bca,160.0,60.0,good,no
4390,Male,ECE,GEN,bca,160.0,60.0,good,no
4391,Male,ECE,GEN,bca,160.0,60.0,good,no
4392,Male,ECE,GEN,bca,160.0,60.0,good,no
4393,Male,ECE,GEN,bca,160.0,60.0,good,no
4394,Male,ECE,GEN,bca,160.0,60.0,good,no
4395,Male,ECE,GEN,bca,160.0,60.0,good,no
4396,Male,ECE,GEN,bca,160.0,60.0,good,no
4397,Male,ECE,GEN,bca,160.0,60.0,good,no
4398,Male,ECE,GEN,bca,160.0,60.0,good,no
4399,Male,ECE,GEN,bca,160.0,60.0,good,no
4400,Male,ECE,GEN,bca,160.0,60.0,good,no
4401,Male,ECE,GEN,bca,160.0,60.0,good,no
4402,Male,ECE,GEN,bca,160.0,60.0,good,no
4403,Male,ECE,GEN,bca,160.0,60.0,good,no
4404,Male,ECE,GEN,bca,160.0,60.0,good,no
4405,Male,ECE,GEN,bca,160.0,60.0,good,no
4406,Male,ECE,GEN,bca,160.0,60.0,good,no
4407,Male,ECE,GEN,bca,160.0,60.0,good,no
4408,Male,ECE,GEN,bca,160.0,60.0,good,no
4409,Male,ECE,GEN,bca,160.0,60.0,good,no
4410,Male,ECE,GEN,bca,160.0,60.0,good,no
4411,Male,ECE,GEN,bca,160.0,60.0,good,no
4412,Male,ECE,GEN,bca,160.0,60.0,good,no
4413,Male,ECE,GEN,bca,160.0,60.0,good,no
4414,Male,ECE,GEN,bca,160.0,60.0,good,no
4415,Male,ECE,GEN,bca,160.0,60.0,good,no
4416,Male,ECE,GEN,bca,160.0,60.0,good,no
4417,Male,ECE,GEN,bca,160.0,60.0,good,no
4418,Male,ECE,GEN,bca,160.0,60.0,good,no
4419,Male,ECE,GEN,bca,160.0,60.0,good,no
4420,Male,ECE,GEN,bca,160.0,60.0,good,no
4421,Male,ECE,GEN,bca,160.0,60.0,good,no
4422,Male,ECE,GEN,bca,160.0,60.0,good,no
4423,Male,ECE,GEN,bca,160.0,60.0,good,no
4424,Male,ECE,GEN,bca,160.0,60.0,good,no
4425,Male,ECE,GEN,bca,160.0,60.0,good,no
4426,Male,ECE,GEN,bca,160.0,60.0,good,no
4427,Male,ECE,GEN,bca,160.0,60.0,good,no
4428,Male,ECE,GEN,bca,160.0,60.0,good,no
4429,Male,ECE,GEN,bca,160.0,60.0,good,no
4430,Male,ECE,GEN,bca,160.0,60.0,good,no
4431,Male,ECE,GEN,bca,160.0,60.0,good,no
4432,Male,ECE,GEN,bca,160.0,60.0,good,no
4433,Male,ECE,GEN,bca,160.0,60.0,good,no
4434,Male,ECE,GEN,bca,160.0,60.0,good,no
4435,Male,ECE,GEN,bca,160.0,60.0,good,no
4436,Male,ECE,GEN,bca,160.0,60.0,good,no
4437,Male,ECE,GEN,bca,160.0,60.0,good,no
4438,Male,ECE,GEN,bca,160.0,60.0,good,no
4439,Male,ECE,GEN,bca,160.0,60.0,good,no
4440,Male,ECE,GEN,bca,160.0,60.0,good,no
4441,Male,ECE,GEN,bca,160.0,60.0,good,no
4442,Male,ECE,GEN,bca,160.0,60.0,good,no
4443,Male,ECE,GEN,bca,160.0,60.0,good,no
4444,Male,ECE,GEN,bca,160.0,60.0,good,no
4445,Male,ECE,GEN,bca,160.0,60.0,good,no
4446,Male,ECE,GEN,bca,160.0,60.0,good,no
4447,Male,ECE,GEN,bca,160.0,60.0,good,no
4448,Male,ECE,GEN,bca,160.0,60.0,good,no
4449,Male,ECE,GEN,bca,160.0,60.0,good,no
4450,Male,ECE,GEN,bca,160.0,60.0,good,no
4451,Male,ECE,GEN,bca,160.0,60.0,good,no
4452,Male,ECE,GEN,bca,160.0,60.0,good,no
4453,Male,ECE,GEN,bca,160.0,60.0,good,no
4454,Male,ECE,GEN,bca,160.0,60.0,good,no
4455,Male,ECE,GEN,bca,160.0,60.0,good,no
4456,Male,ECE,GEN,bca,160.0,60.0,good,no
4457,Male,ECE,GEN,bca,160.0,60.0,good,no
4458,Male,ECE,GEN,bca,160.0,60.0,good,no
4459,Male,ECE,GEN,bca,160.0,60.0,good,no
4460,Male,ECE,GEN,bca,160.0,60.0,good,no
4461,Male,ECE,GEN,bca,160.0,60.0,good,no
4462,Male,ECE,GEN,bca,160.0,60.0,good,no
4463,Male,ECE,GEN,bca,160.0,60.0,good,no
4464,Male,ECE,GEN,bca,160.0,60.0,good,no
4465,Male,ECE,GEN,bca,160.0,60.0,good,no
4466,Male,ECE,GEN,bca,160.0,60.0,good,no
4467,Male,ECE,GEN,bca,160.0,60.0,good,no
4468,Male,ECE,GEN,bca,160.0,60.0,good,no
4469,Male,ECE,GEN,bca,160.0,60.0,good,no
4470,Male,ECE,GEN,bca,160.0,60.0,good,no
4471,Male,ECE,GEN,bca,160.0,60.0,good,no
4472,Male,ECE,GEN,bca,160.0,60.0,good,no
4473,Male,ECE,GEN,bca,160.0,60.0,good,no
4474,Male,ECE,GEN,bca,160.0,60.0,good,no
4475,Male,ECE,GEN,bca,160.0,60.0,good,no
4476,Male,ECE,GEN,bca,160.0,60.0,good,no
4477,Male,ECE,GEN,bca,160.0,60.0,good,no
4478,Male,ECE,GEN,bca,160.0,60.0,good,no
4479,Male,ECE,GEN,bca,160.0,60.0,good,no
4480,Male,ECE,GEN,bca,160.0,60.0,good,no
4481,Male,ECE,GEN,bca,160.0,60.0,good,no
4482,Male,ECE,GEN,bca,160.0,60.0,good,no
4483,Male,ECE,GEN,bca,160.0,60.0,good,no
4484,Male,ECE,GEN,bca,160.0,60.0,good,no
4485,Male,ECE,GEN,bca,160.0,60.0,good,no
4486,Male,ECE,GEN,bca,160.0,60.0,good,no
4487,Male,ECE,GEN,bca,160.0,60.0,good,no
4488,Male,ECE,GEN,bca,160.0,60.0,good,no
4489,Male,ECE,GEN,bca,160.0,60.0,good,no
4490,Male,ECE,GEN,bca,160.0,60.0,good,no
4491,Male,ECE,GEN,bca,160.0,60.0,good,no
4492,Male,ECE,GEN,bca,160.0,60.0,good,no
4493,Male,ECE,GEN,bca,160.0,60.0,good,no
4494,Male,ECE,GEN,bca,160.0,60.0,good,no
4495,Male,ECE,GEN,bca,160.0,60.0,good,no
4496,Male,ECE,GEN,bca,160.0,60.0,good,no
4497,Male,ECE,GEN,bca,160.0,60.0,good,no
4498,Male,ECE,GEN,bca,160.0,60.0,good,no
4499,Male,ECE,GEN,bca,160.0,60.0,good,no
4500,Male,ECE,GEN,bca,160.0,60.0,good,no
4501,Male,ECE,GEN,bca,160.0,60.0,good,no
4502,Male,ECE,GEN,bca,160.0,60.0,good,no
4503,Male,ECE,GEN,bca,160.0,60.0,good,no
4504,Male,ECE,GEN,bca,160.0,60.0,good,no
4505,Male,ECE,GEN,bca,160.0,60.0,good,no
4506,Male,ECE,GEN,bca,160.0,60.0,good,no
4507,Male,ECE,GEN,bca,160.0,60.0,good,no
4508,Male,ECE,GEN,bca,160.0,60.0,good,no
4509,Male,ECE,GEN,bca,160.0,60.0,good,no
4510,Male,ECE,GEN,bca,160.0,60.0,good,no
4511,Male,ECE,GEN,bca,160.0,60.0,good,no
4512,Male,ECE,GEN,bca,160.0,60.0,good,no
4513,Male,ECE,GEN,bca,160.0,60.0,good,no
4514,Male,ECE,GEN,bca,160.0,60.0,good,no
4515,Male,ECE,GEN,bca,160.0,60.0,good,no
4516,Male,ECE,GEN,bca,160.0,60.0,good,no
4517,Male,ECE,GEN,bca,160.0,60.0,good,no
4518,Male,ECE,GEN,bca,160.0,60.0,good,no
4519,Male,ECE,GEN,bca,160.0,60.0,good,no
4520,Male,ECE,GEN,bca,160.0,60.0,good,no
4521,Male,ECE,GEN,bca,160.0,60.0,good,no
4522,Male,ECE,GEN,bca,160.0,60.0,good,no
4523,Male,ECE,GEN,bca,160.0,60.0,good,no
4524,Male,ECE,GEN,bca,160.0,60.0,good,no
4525,Male,ECE,GEN,bca,160.0,60.0,good,no
4526,Male,ECE,GEN,bca,160.0,60.0,good,no
4527,Male,ECE,GEN,bca,160.0,60.0,good,no
4528,Male,ECE,GEN,bca,160.0,60.0,good,no
4529,Male,ECE,GEN,bca,160.0,60.0,good,no
4530,Male,ECE,GEN,bca,160.0,60.0,good,no
4531,Male,ECE,GEN,bca,160.0,60.0,good,no
4532,Male,ECE,GEN,bca,160.0,60.0,good,no
4533,Male,ECE,GEN,bca,160.0,60.0,good,no
4534,Male,ECE,GEN,bca,160.0,60.0,good,no
4535,Male,ECE,GEN,bca,160.0,60.0,good,no
4536,Male,ECE,GEN,bca,160.0,60.0,good,no
4537,Male,ECE,GEN,bca,160.0,60.0,good,no
4538,Male,ECE,GEN,bca,160.0,60.0,good,no
4539,Male,ECE,GEN,bca,160.0,60.0,good,no
4540,Male,ECE,GEN,bca,160.0,60.0,good,no
4541,Male,ECE,GEN,bca,160.0,60.0,good,no
4542,Male,ECE,GEN,bca,160.0,60.0,good,no
4543,Male,ECE,GEN,bca,160.0,60.0,good,no
4544,Male,ECE,GEN,bca,160.0,60.0,good,no
4545,Male,ECE,GEN,bca,160.0,60.0,good,no
4546,Male,ECE,GEN,bca,160.0,60.0,good,no
4547,Male,ECE,GEN,bca,160.0,60.0,good,no
4548,Male,ECE,GEN,bca,160.0,60.0,good,no
4549,Male,ECE,GEN,bca,160.0,60.0,good,no
4550,Male,ECE,GEN,bca,160.0,60.0,good,no
4551,Male,ECE,GEN,bca,160.0,60.0,good,no
4552,Male,ECE,GEN,bca,160.0,60.0,good,no
4553,Male,ECE,GEN,bca,160.0,60.0,good,no
4554,Male,ECE,GEN,bca,160.0,60.0,good,no
4555,Male,ECE,GEN,bca,160.0,60.0,good,no
4556,Male,ECE,GEN,bca,160.0,60.0,good,no
4557,Male,ECE,GEN,bca,160.0,60.0,good,no
4558,Male,ECE,GEN,bca,160.0,60.0,good,no
4559,Male,ECE,GEN,bca,160.0,60.0,good,no
4560,Male,ECE,GEN,bca,160.0,60.0,good,no
4561,Male,ECE,GEN,bca,160.0,60.0,good,no
4562,Male,ECE,GEN,bca,160.0,60.0,good,no
4563,Male,ECE,GEN,bca,160.0,60.0,good,no
4564,Male,ECE,GEN,bca,160.0,60.0,good,no
4565,Male,ECE,GEN,bca,160.0,60.0,good,no
4566,Male,ECE,GEN,bca,160.0,60.0,good,no
4567,Male,ECE,GEN,bca,160.0,60.0,good,no
4568,Male,ECE,GEN,bca,160.0,60.0,good,no
4569,Male,ECE,GEN,bca,160.0,60.0,good,no
4570,Male,ECE,GEN,bca,160.0,60.0,good,no
4571,Male,ECE,GEN,bca,160.0,60.0,good,no
4572,Male,ECE,GEN,bca,160.0,60.0,good,no
4573,Male,ECE,GEN,bca,160.0,60.0,good,no
4574,Male,ECE,GEN,bca,160.0,60.0,good,no
4575,Male,ECE,GEN,bca,160.0,60.0,good,no
4576,Male,ECE,GEN,bca,160.0,60.0,good,no
4577,Male,ECE,GEN,bca,160.0,60.0,good,no
4578,Male,ECE,GEN,bca,160.0,60.0,good,no
4579,Male,ECE,GEN,bca,160.0,60.0,good,no
4580,Male,ECE,GEN,bca,160.0,60.0,good,no
4581,Male,ECE,GEN,bca,160.0,60.0,good,no
4582,Male,ECE,GEN,bca,160.0,60.0,good,no
4583,Male,ECE,GEN,bca,160.0,60.0,good,no
4584,Male,ECE,GEN,bca,160.0,60.0,good,no
4585,Male,ECE,GEN,bca,160.0,60.0,good,no
4586,Male,ECE,GEN,bca,160.0,60.0,good,no
4587,Male,ECE,GEN,bca,160.0,60.0,good,no
4588,Male,ECE,GEN,bca,160.0,60.0,good,no
4589,Male,ECE,GEN,bca,160.0,60.0,good,no
4590,Male,ECE,GEN,bca,160.0,60.0,good,no
4591,Male,ECE,GEN,bca,160.0,60.0,good,no
4592,Male,ECE,GEN,bca,160.0,60.0,good,no
4593,Male,ECE,GEN,bca,160.0,60.0,good,no
4594,Male,ECE,GEN,bca,160.0,60.0,good,no
4595,Male,ECE,GEN,bca,160.0,60.0,good,no
4596,Male,ECE,GEN,bca,160.0,60.0,good,no
4597,Male,ECE,GEN,bca,160.0,60.0,good,no
4598,Male,ECE,GEN,bca,160.0,60.0,good,no
4599,Male,ECE,GEN,bca,160.0,60.0,good,no
4600,Male,ECE,GEN,bca,160.0,60.0,good,no
4601,Male,ECE,GEN,bca,160.0,60.0,good,no
4602,Male,ECE,GEN,bca,160.0,60.0,good,no
4603,Male,ECE,GEN,bca,160.0,60.0,good,no
4604,Male,ECE,GEN,bca,160.0,60.0,good,no
4605,Male,ECE,GEN,bca,160.0,60.0,good,no
4606,Male,ECE,GEN,bca,160.0,60.0,good,no
4607,Male,ECE,GEN,bca,160.0,60.0,good,no
4608,Male,ECE,GEN,bca,160.0,60.0,good,no
4609,Male,ECE,GEN,bca,160.0,60.0,good,no
4610,Male,ECE,GEN,bca,160.0,60.0,good,no
4611,Male,ECE,GEN,bca,160.0,60.0,good,no
4612,Male,ECE,GEN,bca,160.0,60.0,good,no
4613,Male,ECE,GEN,bca,160.0,60.0,good,no
4614,Male,ECE,GEN,bca,160.0,60.0,good,no
4615,Male,ECE,GEN,bca,160.0,60.0,good,no
4616,Male,ECE,GEN,bca,160.0,60.0,good,no
4617,Male,ECE,GEN,bca,160.0,60.0,good,no
4618,Male,ECE,GEN,bca,160.0,60.0,good,no
4619,Male,ECE,GEN,bca,160.0,60.0,good,no
4620,Male,ECE,GEN,bca,160.0,60.0,good,no
4621,Male,ECE,GEN,bca,160.0,60.0,good,no
4622,Male,ECE,GEN,bca,160.0,60.0,good,no
4623,Male,ECE,GEN,bca,160.0,60.0,good,no
4624,Male,ECE,GEN,bca,160.0,60.0,good,no
4625,Male,ECE,GEN,bca,160.0,60.0,good,no
4626,Male,ECE,GEN,bca,160.0,60.0,good,no
4627,Male,ECE,GEN,bca,160.0,60.0,good,no
4628,Male,ECE,GEN,bca,160.0,60.0,good,no
4629,Male,ECE,GEN,bca,160.0,60.0,good,no
4630,Male,ECE,GEN,bca,160.0,60.0,good,no
4631,Male,ECE,GEN,bca,160.0,60.0,good,no
4632,Male,ECE,GEN,bca,160.0,60.0,good,no
4633,Male,ECE,GEN,bca,160.0,60.0,good,no
4634,Male,ECE,GEN,bca,160.0,60.0,good,no
4635,Male,ECE,GEN,bca,160.0,60.0,good,no
4636,Male,ECE,GEN,bca,160.0,60.0,good,no
4637,Male,ECE,GEN,bca,160.0,60.0,good,no
4638,Male,ECE,GEN,bca,160.0,60.0,good,no
4639,Male,ECE,GEN,bca,160.0,60.0,good,no
4640,Male,ECE,GEN,bca,160.0,60.0,good,no
4641,Male,ECE,GEN,bca,160.0,60.0,good,no
4642,Male,ECE,GEN,bca,160.0,60.0,good,no
4643,Male,ECE,GEN,bca,160.0,60.0,good,no
4644,Male,ECE,GEN,bca,160.0,60.0,good,no
4645,Male,ECE,GEN,bca,160.0,60.0,good,no
4646,Male,ECE,GEN,bca,160.0,60.0,good,no
4647,Male,ECE,GEN,bca,160.0,60.0,good,no
4648,Male,ECE,GEN,bca,160.0,60.0,good,no
4649,Male,ECE,GEN,bca,160.0,60.0,good,no
4650,Male,ECE,GEN,bca,160.0,60.0,good,no
4651,Male,ECE,GEN,bca,160.0,60.0,good,no
4652,Male,ECE,GEN,bca,160.0,60.0,good,no
4653,Male,ECE,GEN,bca,160.0,60.0,good,no
4654,Male,ECE,GEN,bca,160.0,60.0,good,no
4655,Male,ECE,GEN,bca,160.0,60.0,good,no
4656,Male,ECE,GEN,bca,160.0,60.0,good,no
4657,Male,ECE,GEN,bca,160.0,60.0,good,no
4658,Male,ECE,GEN,bca,160.0,60.0,good,no
4659,Male,ECE,GEN,bca,160.0,60.0,good,no
4660,Male,ECE,GEN,bca,160.0,60.0,good,no
4661,Male,ECE,GEN,bca,160.0,60.0,good,no
4662,Male,ECE,GEN,bca,160.0,60.0,good,no
4663,Male,ECE,GEN,bca,160.0,60.0,good,no
4664,Male,ECE,GEN,bca,160.0,60.0,good,no
4665,Male,ECE,GEN,bca,160.0,60.0,good,no
4666,Male,ECE,GEN,bca,160.0,60.0,good,no
4667,Male,ECE,GEN,bca,160.0,60.0,good,no
4668,Male,ECE,GEN,bca,160.0,60.0,good,no
4669,Male,ECE,GEN,bca,160.0,60.0,good,no
4670,Male,ECE,GEN,bca,160.0,60.0,good,no
4671,Male,ECE,GEN,bca,160.0,60.0,good,no
4672,Male,ECE,GEN,bca,160.0,60.0,good,no
4673,Male,ECE,GEN,bca,160.0,60.0,good,no
4674,Male,ECE,GEN,bca,160.0,60.0,good,no
4675,Male,ECE,GEN,bca,160.0,60.0,good,no
4676,Male,ECE,GEN,bca,160.0,60.0,good,no
4677,Male,ECE,GEN,bca,160.0,60.0,good,no
4678,Male,ECE,GEN,bca,160.0,60.0,good,no
4679,Male,ECE,GEN,bca,160.0,60.0,good,no
4680,Male,ECE,GEN,bca,160.0,60.0,good,no
4681,Male,ECE,GEN,bca,160.0,60.0,good,no
4682,Male,ECE,GEN,bca,160.0,60.0,good,no
4683,Male,ECE,GEN,bca,160.0,60.0,good,no
4684,Male,ECE,GEN,bca,160.0,60.0,good,no
4685,Male,ECE,GEN,bca,160.0,60.0,good,no
4686,Male,ECE,GEN,bca,160.0,60.0,good,no
4687,Male,ECE,GEN,bca,160.0,60.0,good,no
4688,Male,ECE,GEN,bca,160.0,60.0,good,no
4689,Male,ECE,GEN,bca,160.0,60.0,good,no
4690,Male,ECE,GEN,bca,160.0,60.0,good,no
4691,Male,ECE,GEN,bca,160.0,60.0,good,no
4692,Male,ECE,GEN,bca,160.0,60.0,good,no
4693,Male,ECE,GEN,bca,160.0,60.0,good,no
4694,Male,ECE,GEN,bca,160.0,60.0,good,no
4695,Male,ECE,GEN,bca,160.0,60.0,good,no
4696,Male,ECE,GEN,bca,160.0,60.0,good,no
4697,Male,ECE,GEN,bca,160.0,60.0,good,no
4698,Male,ECE,GEN,bca,160.0,60.0,good,no
4699,Male,ECE,GEN,bca,160.0,60.0,good,no
4700,Male,ECE,GEN,bca,160.0,60.0,good,no
4701,Male,ECE,GEN,bca,160.0,60.0,good,no
4702,Male,ECE,GEN,bca,160.0,60.0,good,no
4703,Male,ECE,GEN,bca,160.0,60.0,good,no
4704,Male,ECE,GEN,bca,160.0,60.0,good,no
4705,Male,ECE,GEN,bca,160.0,60.0,good,no
4706,Male,ECE,GEN,bca,160.0,60.0,good,no
4707,Male,ECE,GEN,bca,160.0,60.0,good,no
4708,Male,ECE,GEN,bca,160.0,60.0,good,no
4709,Male,ECE,GEN,bca,160.0,60.0,good,no
4710,Male,ECE,GEN,bca,160.0,60.0,good,no
4711,Male,ECE,GEN,bca,160.0,60.0,good,no
4712,Male,ECE,GEN,bca,160.0,60.0,good,no
4713,Male,ECE,GEN,bca,160.0,60.0,good,no
4714,Male,ECE,GEN,bca,160.0,60.0,good,no
4715,Male,ECE,GEN,bca,160.0,60.0,good,no
4716,Male,ECE,GEN,bca,160.0,60.0,good,no
4717,Male,ECE,GEN,bca,160.0,60.0,good,no
4718,Male,ECE,GEN,bca,160.0,60.0,good,no
4719,Male,ECE,GEN,bca,160.0,60.0,good,no
4720,Male,ECE,GEN,bca,160.0,60.0,good,no
4721,Male,ECE,GEN,bca,160.0,60.0,good,no
4722,Male,ECE,GEN,bca,160.0,60.0,good,no
4723,Male,ECE,GEN,bca,160.0,60.0,good,no
4724,Male,ECE,GEN,bca,160.0,60.0,good,no
4725,Male,ECE,GEN,bca,160.0,60.0,good,no
4726,Male,ECE,GEN,bca,160.0,60.0,good,no
4727,Male,ECE,GEN,bca,160.0,60.0,good,no
4728,Male,ECE,GEN,bca,160.0,60.0,good,no
4729,Male,ECE,GEN,bca,160.0,60.0,good,no
4730,Male,ECE,GEN,bca,160.0,60.0,good,no
4731,Male,ECE,GEN,bca,160.0,60.0,good,no
4732,Male,ECE,GEN,bca,160.0,60.0,good,no
4733,Male,ECE,GEN,bca,160.0,60.0,good,no
4734,Male,ECE,GEN,bca,160.0,60.0,good,no
4735,Male,ECE,GEN,bca,160.0,60.0,good,no
4736,Male,ECE,GEN,bca,160.0,60.0,good,no
4737,Male,ECE,GEN,bca,160.0,60.0,good,no
4738,Male,ECE,GEN,bca,160.0,60.0,good,no
4739,Male,ECE,GEN,bca,160.0,60.0,good,no
4740,Male,ECE,GEN,bca,160.0,60.0,good,no
4741,Male,ECE,GEN,bca,160.0,60.0,good,no
4742,Male,ECE,GEN,bca,160.0,60.0,good,no
4743,Male,ECE,GEN,bca,160.0,60.0,good,no
4744,Male,ECE,GEN,bca,160.0,60.0,good,no
4745,Male,ECE,GEN,bca,160.0,60.0,good,no
4746,Male,ECE,GEN,bca,160.0,60.0,good,no
4747,Male,ECE,GEN,bca,160.0,60.0,good,no
4748,Male,ECE,GEN,bca,160.0,60.0,good,no
4749,Male,ECE,GEN,bca,160.0,60.0,good,no
4750,Male,ECE,GEN,bca,160.0,60.0,good,no
4751,Male,ECE,GEN,bca,160.0,60.0,good,no
4752,Male,ECE,GEN,bca,160.0,60.0,good,no
4753,Male,ECE,GEN,bca,160.0,60.0,good,no
4754,Male,ECE,GEN,bca,160.0,60.0,good,no
4755,Male,ECE,GEN,bca,160.0,60.0,good,no
4756,Male,ECE,GEN,bca,160.0,60.0,good,no
4757,Male,ECE,GEN,bca,160.0,60.0,good,no
4758,Male,ECE,GEN,bca,160.0,60.0,good,no
4759,Male,ECE,GEN,bca,160.0,60.0,good,no
4760,Male,ECE,GEN,bca,160.0,60.0,good,no
4761,Male,ECE,GEN,bca,160.0,60.0,good,no
4762,Male,ECE,GEN,bca,160.0,60.0,good,no
4763,Male,ECE,GEN,bca,160.0,60.0,good,no
4764,Male,ECE,GEN,bca,160.0,60.0,good,no
4765,Male,ECE,GEN,bca,160.0,60.0,good,no
4766,Male,ECE,GEN,bca,160.0,60.0,good,no
4767,Male,ECE,GEN,bca,160.0,60.0,good,no
4768,Male,ECE,GEN,bca,160.0,60.0,good,no
4769,Male,ECE,GEN,bca,160.0,60.0,good,no
4770,Male,ECE,GEN,bca,160.0,60.0,good,no
4771,Male,ECE,GEN,bca,160.0,60.0,good,no
4772,Male,ECE,GEN,bca,160.0,60.0,good,no
4773,Male,ECE,GEN,bca,160.0,60.0,good,no
4774,Male,ECE,GEN,bca,160.0,60.0,good,no
4775,Male,ECE,GEN,bca,160.0,60.0,good,no
4776,Male,ECE,GEN,bca,160.0,60.0,good,no
4777,Male,ECE,GEN,bca,160.0,60.0,good,no
4778,Male,ECE,GEN,bca,160.0,60.0,good,no
4779,Male,ECE,GEN,bca,160.0,60.0,good,no
4780,Male,ECE,GEN,bca,160.0,60.0,good,no
4781,Male,ECE,GEN,bca,160.0,60.0,good,no
4782,Male,ECE,GEN,bca,160.0,60.0,good,no
4783,Male,ECE,GEN,bca,160.0,60.0,good,no
4784,Male,ECE,GEN,bca,160.0,60.0,good,no
4785,Male,ECE,GEN,bca,160.0,60.0,good,no
4786,Male,ECE,GEN,bca,160.0,60.0,good,no
4787,Male,ECE,GEN,bca,160.0,60.0,good,no
4788,Male,ECE,GEN,bca,160.0,60.0,good,no
4789,Male,ECE,GEN,bca,160.0,60.0,good,no
4790,Male,ECE,GEN,bca,160.0,60.0,good,no
4791,Male,ECE,GEN,bca,160.0,60.0,good,no
4792,Male,ECE,GEN,bca,160.0,60.0,good,no
4793,Male,ECE,GEN,bca,160.0,60.0,good,no
4794,Male,ECE,GEN,bca,160.0,60.0,good,no
